"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","slide_name","correct_answer","difficulty","rank","items","correct","question_order","mental_demand","physical_demand","temporal_demand","performance","effort","frustration","ai_answer","confidence_rating","trust_rating","ai_certainty"
"image-keyboard-response","386","925898","0.0-386.0","","","","","","604","img/Image14.jpg","s","simple_trial","Image14","Safe","0.05","9","4","1","","","","","","","","Safe","","",""
"html-keyboard-response","387","926900","0.0-387.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","388","930901","0.0-388.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","389","931711","0.0-389.0","","","","","","798","img/Image47.jpg","s","simple_trial","Image47","Safe","0.1","34","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","390","932715","0.0-390.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","391","936717","0.0-391.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","392","937536","0.0-392.0","","","","","","804","img/Image66.jpg","s","simple_trial","Image66","Safe","0.2","55","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","393","938538","0.0-393.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","394","942720","0.0-394.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","395","944055","0.0-395.0","","","","","","1296","img/Image25.jpg","d","simple_trial","Image25","Danger","0.05","4","3","1","","","","","","","","Danger","","",""
"html-keyboard-response","396","945061","0.0-396.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","397","949064","0.0-397.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","398","950028","0.0-398.0","","","","","","947","img/Image99.jpg","s","simple_trial","Image99","Safe","0.24","64","9","1","","","","","","","","Safe","","",""
"html-keyboard-response","399","951083","0.0-399.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","400","955090","0.0-400.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","401","955956","0.0-401.0","","","","","","854","img/Image10.jpg","s","simple_trial","Image10","Safe","0.07","17","3","1","","","","","","","","Safe","","",""
"html-keyboard-response","402","956957","0.0-402.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","403","960959","0.0-403.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","404","961850","0.0-404.0","","","","","","878","img/Image48.jpg","s","simple_trial","Image48","Safe","0.24","65","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","405","962851","0.0-405.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","406","966853","0.0-406.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","407","967823","0.0-407.0","","","","","","960","img/Image144.jpg","d","simple_trial","Image144","Danger","0.35","93","9","1","","","","","","","","Danger","","",""
"html-keyboard-response","408","968865","0.0-408.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","409","972866","0.0-409.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","410","973805","0.0-410.0","","","","","","932","img/Image130.jpg","s","simple_trial","Image130","Safe","0.44","111","4","1","","","","","","","","Safe","","",""
"html-keyboard-response","411","974867","0.0-411.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","412","978869","0.0-412.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","413","979472","0.0-413.0","","","","","","594","img/Image44.jpg","s","simple_trial","Image44","Safe","0.11","36","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","414","980474","0.0-414.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","415","984981","0.0-415.0","","","","","","4505","","{""confidence"":5,""trust"":6}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","416","985950","0.0-416.0","","","","","","966","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p>You won 10€ and lost 0€ in this block! Your net earnings are 10€.</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","417","986551","0.0-417.0","","","","","","601","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","418","989991","0.0-418.0","","","","","","3437","","{""confidence"":6,""trust"":6}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","419","993993","0.0-419.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","420","994902","0.0-420.0","","","","","","901","img/Image122.jpg","s","simple_trial","Image122","Safe","0.4","102","7","1","","","","","","","","Safe","","",""
"html-keyboard-response","421","995904","0.0-421.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","422","1000003","0.0-422.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","423","1000633","0.0-423.0","","","","","","620","img/Image16.jpg","s","simple_trial","Image16","Safe","0.05","8","4","1","","","","","","","","Safe","","",""
"html-keyboard-response","424","1001634","0.0-424.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","425","1005637","0.0-425.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","426","1006182","0.0-426.0","","","","","","534","img/Image92.jpg","s","simple_trial","Image92","Safe","0.24","63","7","1","","","","","","","","Safe","","",""
"html-keyboard-response","427","1007185","0.0-427.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","428","1011192","0.0-428.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","429","1011856","0.0-429.0","","","","","","653","img/Image78.jpg","s","simple_trial","Image78","Safe","0.27","72","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","430","1012858","0.0-430.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","431","1016860","0.0-431.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","432","1017925","0.0-432.0","","","","","","1052","img/Image102.jpg","s","simple_trial","Image102","Safe","0.19","53","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","433","1018926","0.0-433.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","434","1022928","0.0-434.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","435","1024290","0.0-435.0","","","","","","1352","img/Image84.jpg","d","simple_trial","Image84","Danger","0.2","56","8","1","","","","","","","","Danger","","",""
"html-keyboard-response","436","1025291","0.0-436.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","437","1029292","0.0-437.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","438","1030299","0.0-438.0","","","","","","991","img/Image77.jpg","s","simple_trial","Image77","Safe","0.16","50","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","439","1031307","0.0-439.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","440","1035309","0.0-440.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","441","1036493","0.0-441.0","","","","","","1172","img/Image88.jpg","d","simple_trial","Image88","Danger","0.43","108","6","1","","","","","","","","Danger","","",""
"html-keyboard-response","442","1037494","0.0-442.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","443","1041496","0.0-443.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","444","1042811","0.0-444.0","","","","","","1305","img/Image17.jpg","s","simple_trial","Image17","Safe","0.09","31","3","1","","","","","","","","Safe","","",""
"html-keyboard-response","445","1043813","0.0-445.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","446","1047814","0.0-446.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","447","1048439","0.0-447.0","","","","","","617","img/Image23.jpg","s","simple_trial","Image23","Safe","0.28","76","2","1","","","","","","","","Safe","","",""
"html-keyboard-response","448","1049440","0.0-448.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","449","1052701","0.0-449.0","","","","","","3257","","{""confidence"":6,""trust"":6}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","450","1053821","0.0-450.0","","","","","","1117","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p>You won 10€ and lost 0€ in this block! Your net earnings are 10€.</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","451","1054360","0.0-451.0","","","","","","538","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","452","1057398","0.0-452.0","","","","","","3036","","{""confidence"":6,""trust"":6}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","453","1061466","0.0-453.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","454","1064806","0.0-454.0","","","","","","3332","img_error_simpleAI/Simple_Error1.jpg","s","simple_trial","Simple_Error1","Safe","0.17","51","5","1","","","","","","","","Danger","","",""
"html-keyboard-response","455","1065808","0.0-455.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","456","1069810","0.0-456.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","457","1071398","0.0-457.0","","","","","","1578","img_error_simpleAI/Simple_Error2.jpg","s","simple_trial","Simple_Error2","Safe","0.22","58","4","1","","","","","","","","Safe","","",""
"html-keyboard-response","458","1072403","0.0-458.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","459","1076424","0.0-459.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","460","1078687","0.0-460.0","","","","","","2248","img_error_simpleAI/Simple_Error3.jpg","d","simple_trial","Simple_Error3","Safe","0.6","141","6","0","","","","","","","","Danger","","",""
"html-keyboard-response","461","1079690","0.0-461.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","462","1083692","0.0-462.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","463","1085183","0.0-463.0","","","","","","1478","img_error_simpleAI/Simple_Error4.jpg","s","simple_trial","Simple_Error4","Danger","0.16","47","6","0","","","","","","","","Safe","","",""
"html-keyboard-response","464","1086185","0.0-464.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","465","1090186","0.0-465.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","466","1093617","0.0-466.0","","","","","","3420","img_error_simpleAI/Simple_Error5.jpg","d","simple_trial","Simple_Error5","Danger","0.14","44","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","467","1094619","0.0-467.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","468","1098620","0.0-468.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","469","1099738","0.0-469.0","","","","","","1104","img_error_simpleAI/Simple_Error6.jpg","s","simple_trial","Simple_Error6","Safe","0.15","46","7","1","","","","","","","","Danger","","",""
"html-keyboard-response","470","1100740","0.0-470.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","471","1104741","0.0-471.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","472","1106129","0.0-472.0","","","","","","1377","img_error_simpleAI/Simple_Error7.jpg","d","simple_trial","Simple_Error7","Danger","0.2","56","8","1","","","","","","","","Safe","","",""
"html-keyboard-response","473","1107130","0.0-473.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","474","1111130","0.0-474.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","475","1112335","0.0-475.0","","","","","","1194","img_error_simpleAI/Simple_Error8.jpg","s","simple_trial","Simple_Error8","Safe","0.11","35","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","476","1113337","0.0-476.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","477","1117338","0.0-477.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","478","1118336","0.0-478.0","","","","","","987","img_error_simpleAI/Simple_Error9.jpg","s","simple_trial","Simple_Error9","Safe","0.11","36","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","479","1119349","0.0-479.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","480","1123352","0.0-480.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","481","1124102","0.0-481.0","","","","","","737","img_error_simpleAI/Simple_Error10.jpg","s","simple_trial","Simple_Error10","Safe","0.16","50","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","482","1125157","0.0-482.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","483","1133805","0.0-483.0","","","","","","8645","","{""confidence"":5,""trust"":3}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","484","1138253","0.0-484.0","","","","","","4443","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p>You won 8€ and lost 2€ in this block! Your net earnings are 6€.</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","485","1139225","0.0-485.0","","","","","","968","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">8 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","486","1144043","0.0-486.0","","","","","","4813","","{""confidence"":5,""trust"":3}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","487","1148047","0.0-487.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","488","1149242","0.0-488.0","","","","","","1185","img/Image115.jpg","s","simple_trial","Image115","Safe","0.26","70","7","1","","","","","","","","Safe","","",""
"html-keyboard-response","489","1150245","0.0-489.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","490","1154246","0.0-490.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","491","1155392","0.0-491.0","","","","","","1135","img/Image41.jpg","s","simple_trial","Image41","Safe","0.11","35","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","492","1156394","0.0-492.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","493","1160397","0.0-493.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","494","1161140","0.0-494.0","","","","","","729","img/Image116.jpg","s","simple_trial","Image116","Safe","0.32","86","8","1","","","","","","","","Safe","","",""
"html-keyboard-response","495","1162141","0.0-495.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","496","1166143","0.0-496.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","497","1167123","0.0-497.0","","","","","","970","img/Image61.jpg","s","simple_trial","Image61","Safe","0.73","147","4","1","","","","","","","","Safe","","",""
"html-keyboard-response","498","1168154","0.0-498.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","499","1172229","0.0-499.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","500","1173616","0.0-500.0","","","","","","1376","img/Image89.jpg","d","simple_trial","Image89","Danger","0.27","74","6","1","","","","","","","","Danger","","",""
"html-keyboard-response","501","1174617","0.0-501.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","502","1178618","0.0-502.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","503","1179771","0.0-503.0","","","","","","1141","img/Image59.jpg","s","simple_trial","Image59","Safe","0.27","75","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","504","1180772","0.0-504.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","505","1184774","0.0-505.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","506","1185968","0.0-506.0","","","","","","1183","img/Image147.jpg","d","simple_trial","Image147","Danger","0.36","97","7","1","","","","","","","","Danger","","",""
"html-keyboard-response","507","1186970","0.0-507.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","508","1190971","0.0-508.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","509","1192204","0.0-509.0","","","","","","1222","img/Image5.jpg","s","simple_trial","Image5","Safe","0.1","33","3","1","","","","","","","","Safe","","",""
"html-keyboard-response","510","1193205","0.0-510.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","511","1197207","0.0-511.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","512","1198296","0.0-512.0","","","","","","1075","img/Image56.jpg","s","simple_trial","Image56","Safe","0.53","129","7","1","","","","","","","","Safe","","",""
"html-keyboard-response","513","1199297","0.0-513.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","514","1203301","0.0-514.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","515","1204421","0.0-515.0","","","","","","1109","img/Image40.jpg","s","simple_trial","Image40","Safe","0.07","18","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","516","1205425","0.0-516.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","517","1207310","0.0-517.0","","","","","","1882","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p>You won 10€ and lost 0€ in this block! Your net earnings are 10€.</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","518","1211354","0.0-518.0","","","","","","4041","","{""confidence"":5,""trust"":4}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","519","1212518","0.0-519.0","","","","","","1162","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","520","1218232","0.0-520.0","","","","","","5712","","{""confidence"":6,""trust"":5}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","521","1220955","0.0-521.0","","","","","","2721","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Total Performance</h2>
                <p>You won 145€ and lost 5€ in total! Your net earnings are 140€.</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","522","1223488","0.0-522.0","","","","","","2532","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Total Performance</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">58 / 60</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
